id;abc;fm;to;capacity;zona;stat;oper;region;area;ts
0;901;1317000;1318999;2000;6;mg;АО "МТТ";Амурская обл.;Амурская область;7705017253;2025-05-01 12:46:22
0;901;1319000;1319999;1000;4;mg;ООО "МиАТел";Новосибирская обл.;Новосибирская область;7841482919;2025-05-01 12:46:22
0;901;1320000;1329999;10000;3;mg;ООО "ИНТЕРНОД";г. Санкт-Петербург * Ленинградская область;Город Санкт-Петербург, Ленинградская область;7733808377;2025-05-01 12:46:22
0;901;1330000;1339999;10000;0;vz;АО "МТТ";Москва и Московская область;Город Москва, Московская область;7705017253;2025-05-01 12:46:22
0;901;1340000;1349999;10000;6;mg;ООО "Т2 МОБАЙЛ";Приморский край;Приморский край;7743895280;2025-05-01 12:46:22
0;901;1350000;1379999;30000;5;mg;ООО "Т2 МОБАЙЛ";Республика Тыва;Республика Тыва;7743895280;2025-05-01 12:46:22
0;901;1380000;1389999;10000;6;mg;ООО "Т2 МОБАЙЛ";Приморский край;Приморский край;7743895280;2025-05-01 12:46:22
0;901;1390000;1399999;10000;3;mg;АО "МТТ";Ростовская обл.;Ростовская область;7705017253;2025-05-01 12:46:22
0;901;1400000;1419999;20000;2;mg;ПАО "Ростелеком";Владимирская обл.;Владимирская область;7707049388;2025-05-01 12:46:22
0;901;1420000;1429999;10000;2;mg;АО "МТТ";Воронежская обл.;Воронежская область;7705017253;2025-05-01 12:46:22
0;901;1430000;1439999;10000;3;mg;АО "МТТ";Республика Татарстан;Республика Татарстан;7705017253;2025-05-01 12:46:22
0;901;1440000;1449999;10000;4;mg;ООО "Т2 Мобайл";Астраханская обл.;Астраханская область;7743895280;2025-05-01 12:46:22
0;901;1450000;1459999;10000;2;mg;ООО "Т2 Мобайл";Калужская обл.;Калужская область;7743895280;2025-05-01 12:46:22
0;901;1460000;1464999;5000;4;mg;АО "МТТ";Челябинская обл.;Челябинская область;7705017253;2025-05-01 12:46:22
0;901;1465000;1469999;5000;2;mg;АО "МТТ";Воронежская обл.;Воронежская область;7705017253;2025-05-01 12:46:22
0;901;1470000;1474999;5000;2;mg;ООО "Т2 Мобайл";Калужская обл.;Калужская область;7743895280;2025-05-01 12:46:22
0;901;1475000;1479999;5000;0;vz;ООО "ИНТЕРНОД";г. Москва * Московская область;Город Москва, Московская область;7733808377;2025-05-01 12:46:22
0;901;1480000;1484999;5000;3;mg;АО "МТТ";Самарская обл.;Самарская область;7705017253;2025-05-01 12:46:22
0;901;1485000;1489999;5000;3;mg;АО "МТТ";Ростовская обл.;Ростовская область;7705017253;2025-05-01 12:46:22
0;901;1490000;1509999;20000;4;mg;ООО "Т2 Мобайл";Свердловская обл.;Свердловская область;7743895280;2025-05-01 12:46:22
0;901;1510000;1519999;10000;0;vz;ООО "Сбербанк-Телеком";Москва и Московская область;Город Москва, Московская область;7736264044;2025-05-01 12:46:22
0;901;1520000;1529999;10000;3;mg;ПАО "Мобильные ТелеСистемы";Республика Башкортостан;Республика Башкортостан;7740000076;2025-05-01 12:46:22
0;901;1530000;1534999;5000;3;mg;АО "МТТ";Республика Татарстан;Республика Татарстан;7705017253;2025-05-01 12:46:22
0;901;1535000;1539999;5000;4;mg;АО "МТТ";Новосибирская обл.;Новосибирская область;7705017253;2025-05-01 12:46:22
0;901;1540000;1545999;6000;3;mg;ООО "Т2 Мобайл";Республика Коми;Республика Коми;7743895280;2025-05-01 12:46:22
0;901;1546000;1549999;4000;3;mg;ООО "Т2 МОБАЙЛ";Республика Марий Эл;Республика Марий Эл;7743895280;2025-05-01 12:46:22
0;901;1550000;1559999;10000;4;mg;АО "МТТ";Свердловская обл.;Свердловская область;7705017253;2025-05-01 12:46:22
0;901;1560000;1569999;10000;4;mg;ООО "Т2 Мобайл";Тюменская обл.;Тюменская область;7743895280;2025-05-01 12:46:22
0;901;1570000;1579999;10000;3;mg;ООО "Т2 МОБАЙЛ";Удмуртская Республика;Удмуртская Республика;7743895280;2025-05-01 12:46:22
0;901;1580000;1589999;10000;4;mg;ООО "Т2 Мобайл";Челябинская обл.;Челябинская область;7743895280;2025-05-01 12:46:22
0;901;1590000;1594999;5000;2;mg;АО "МТТ";Нижегородская обл.;Нижегородская область;7705017253;2025-05-01 12:46:22
0;901;1595000;1599999;5000;3;mg;АО "МТТ";Краснодарский край;Краснодарский край;7705017253;2025-05-01 12:46:22
0;901;1600000;1603999;4000;2;mg;ООО "Т2 Мобайл";Республика Мордовия;Республика Мордовия;7743895280;2025-05-01 12:46:22
0;901;1604000;1609999;6000;3;mg;ООО "Т2 Мобайл";Калининградская обл.;Калининградская область;7743895280;2025-05-01 12:46:22
0;901;1610000;1619999;10000;2;mg;ООО "Т2 Мобайл";Владимирская обл.;Владимирская область;7743895280;2025-05-01 12:46:22
0;901;1620000;1629999;10000;3;mg;ООО "Т2 МОБАЙЛ";Республика Татарстан;Республика Татарстан;7743895280;2025-05-01 12:46:22
0;901;1630000;1639999;10000;3;mg;ООО "Т2 МОБАЙЛ";Удмуртская Республика;Удмуртская Республика;7743895280;2025-05-01 12:46:22
0;901;1640000;1641999;2000;5;mg;ООО "Т2 МОБАЙЛ";Республика Хакасия;Республика Хакасия;7743895280;2025-05-01 12:46:22
0;901;1642000;1643999;2000;5;mg;ООО "Т2 МОБАЙЛ";Республика Тыва;Республика Тыва;7743895280;2025-05-01 12:46:22
0;901;1644000;1651999;8000;2;mg;ООО "Т2 МОБАЙЛ";Чувашская Республика;Чувашская Республика - Чувашия;7743895280;2025-05-01 12:46:22
0;901;1652000;1659999;8000;4;mg;ООО "Т2 МОБАЙЛ";Алтайский край;Алтайский край;7743895280;2025-05-01 12:46:22
0;901;1660000;1669999;10000;3;mg;ООО "Т2 МОБАЙЛ";Краснодарский край;Краснодарский край;7743895280;2025-05-01 12:46:22
0;901;1670000;1673999;4000;5;mg;ООО "Т2 МОБАЙЛ";Республика Алтай;Республика Алтай;7743895280;2025-05-01 12:46:22
0;901;1674000;1687999;14000;5;mg;ООО "Т2 МОБАЙЛ";Красноярский край;Красноярский край;7743895280;2025-05-01 12:46:22
0;901;1688000;1693999;6000;6;mg;ООО "Т2 Мобайл";Хабаровский край;Хабаровский край;7743895280;2025-05-01 12:46:22
0;901;1694000;1699999;6000;2;mg;ООО "Т2 Мобайл";Новгородская обл.;Новгородская область;7743895280;2025-05-01 12:46:22
0;901;1700000;1799999;100000;2;mg;ООО "Т2 Мобайл";Ярославская обл.;Ярославская область;7743895280;2025-05-01 12:46:22
0;901;1800000;1899999;100000;0;vz;ООО "Т2 Мобайл";г. Москва и Московская область;Город Москва, Московская область;7743895280;2025-05-01 12:46:22
0;901;1900000;1909999;10000;2;mg;ООО "Т2 Мобайл";Тверская обл.;Тверская область;7743895280;2025-05-01 12:46:22
0;901;1910000;1919999;10000;2;mg;ООО "Т2 Мобайл";Ивановская обл.;Ивановская область;7743895280;2025-05-01 12:46:22
0;901;1920000;1929999;10000;2;mg;ООО "Т2 Мобайл";Владимирская обл.;Владимирская область;7743895280;2025-05-01 12:46:22
0;901;1930000;1939999;10000;2;mg;ООО "Т2 Мобайл";Воронежская обл.;Воронежская область;7743895280;2025-05-01 12:46:22
0;901;1940000;1949999;10000;2;mg;ООО "Т2 Мобайл";Ивановская обл.;Ивановская область;7743895280;2025-05-01 12:46:22
0;901;1950000;1959999;10000;2;mg;ООО "Т2 Мобайл";Ярославская обл.;Ярославская область;7743895280;2025-05-01 12:46:22
0;901;1960000;1979999;20000;2;mg;ООО "Т2 Мобайл";Костромская обл.;Костромская область;7743895280;2025-05-01 12:46:22
0;901;1980000;1989999;10000;2;mg;ООО "Т2 Мобайл";Тульская обл.;Тульская область;7743895280;2025-05-01 12:46:22
0;901;1990000;1999999;10000;2;mg;ООО "Т2 Мобайл";Ярославская обл.;Ярославская область;7743895280;2025-05-01 12:46:22
0;901;2000000;2009999;10000;5;mg;ООО "Т2 МОБАЙЛ";Республика Тыва;Республика Тыва;7743895280;2025-05-01 12:46:22
0;901;2010000;2019999;10000;4;mg;ООО "Т2 Мобайл";Свердловская обл.;Свердловская область;7743895280;2025-05-01 12:46:22
0;901;2020000;2029999;10000;0;vz;АО "МТТ";Москва и Московская область;Город Москва, Московская область;7705017253;2025-05-01 12:46:22
0;901;2030000;2049999;20000;2;mg;ПАО "Ростелеком";Тамбовская обл.;Тамбовская область;7707049388;2025-05-01 12:46:22
0;901;2050000;2099999;50000;4;mg;ООО "Т2 МОБАЙЛ";Алтайский край;Алтайский край;7743895280;2025-05-01 12:46:22
0;901;2100000;2109999;10000;4;mg;ООО "Т2 Мобайл";Свердловская обл.;Свердловская область;7743895280;2025-05-01 12:46:22
0;901;2110000;2119999;10000;0;vz;АО "МТТ";Москва и Московская область;Город Москва, Московская область;7705017253;2025-05-01 12:46:22
0;901;2120000;2127999;8000;5;mg;ООО "Т2 МОБАЙЛ";Республика Бурятия;Республика Бурятия;7743895280;2025-05-01 12:46:22
0;901;2128000;2135999;8000;3;mg;ООО "Т2 Мобайл";Архангельская обл.;Архангельская область;7743895280;2025-05-01 12:46:22
0;901;2136000;2145999;10000;2;mg;ООО "Т2 Мобайл";Белгородская обл.;Белгородская область;7743895280;2025-05-01 12:46:22
0;901;2146000;2153999;8000;2;mg;ООО "Т2 Мобайл";Владимирская обл.;Владимирская область;7743895280;2025-05-01 12:46:22
0;901;2154000;2163999;10000;3;mg;ООО "Т2 Мобайл";Волгоградская обл.;Волгоградская область;7743895280;2025-05-01 12:46:22
0;901;2164000;2173999;10000;2;mg;ООО "Т2 Мобайл";Воронежская обл.;Воронежская область;7743895280;2025-05-01 12:46:22
0;901;2174000;2177999;4000;2;mg;ООО "Т2 Мобайл";Ивановская обл.;Ивановская область;7743895280;2025-05-01 12:46:22
0;901;2178000;2183999;6000;2;mg;ООО "Т2 Мобайл";Костромская обл.;Костромская область;7743895280;2025-05-01 12:46:22
0;901;2184000;2189999;6000;4;mg;ООО "Т2 Мобайл";Мурманская обл.;Мурманская область;7743895280;2025-05-01 12:46:22
0;901;2190000;2199999;10000;5;mg;ООО "Т2 МОБАЙЛ";Иркутская обл.;Иркутская область;7743895280;2025-05-01 12:46:22
0;901;2200000;2209999;10000;4;mg;ООО "Т2 Мобайл";Свердловская обл.;Свердловская область;7743895280;2025-05-01 12:46:22
0;901;2210000;2229999;20000;0;vz;АО "МТТ";Москва и Московская область;Город Москва, Московская область;7705017253;2025-05-01 12:46:22
0;901;2230000;2237999;8000;2;mg;ООО "Т2 Мобайл";Калужская обл.;Калужская область;7743895280;2025-05-01 12:46:22
0;901;2238000;2241999;4000;6;mg;ООО "Т2 МОБАЙЛ";Камчатский край;Камчатский край;7743895280;2025-05-01 12:46:22
